Program,ess_identifier,Contract ID,Site Code,Site Description,ESA Code,ESA Name,State,specialist_site_type_code
DMS,6229278909,0212817E,AD71,AimBig Employment CRAIGIEBURN,4CAL,Northern Victoria,VIC,AALL
DMS,4478927809,0212798G,MO27,AimBig Employment CAIRNS CITY,4CAI,QLD North,QLD,MENH
DMS,16355960,0212823C,MN07,AimBig Employment SUNSHINE,4WES,Western Victoria,VIC,MUSK
DMS,19372980,0212793B,N687,AimBig Employment BURLEIGH HEADS,4GOC,QLD South and West,QLD,MENH
ESS,6199017409,0212886G,AD81,AimBig Employment MOONEE PONDS,4CAL,Northern Victoria,VIC,AALL
DMS,2420510,0212822B,MM87,AimBig Employment WERRIBEE,4WES,Western Victoria,VIC,MENH
DMS,8214393007,0212823C,MM97,AimBig Employment TAYLORS LAKES,4WES,Western Victoria,VIC,MUSK
DMS,8640824004,0212838K,AB61,AimBig Employment CHINCHILLA,4WDO,QLD South and West,QLD,AALL
DMS,6568276809,0212846K,MM07,AimBig Employment BURWOOD,4INW,South East Sydney,NSW,MENH
ESS,3937411004,0212890C,AD11,AimBig Employment LISMORE,4RIC,Northern NSW,NSW,
DMS,1299065409,0212846K,MM07,AimBig Employment BURWOOD,4INW,South East Sydney,NSW,MENH
ESS,117773019,0212879H,MK77,AimBig Employment TOOWONG,4NOB,QLD North,QLD,
ESS,7202789909,0212881B,AE61,AimBig Employment WYONG,4CEC,Central Coast NSW,NSW,
DMS,8304275909,0212828H,AD31,AimBig Employment GLEN INNES,4NEE,Northern NSW,NSW,
DMS,1541059209,0212844H,AB01,AimBig Employment CABRAMATTA,4FAI,Western Sydney,NSW,
DMS,9920882609,0212846K,MM07,AimBig Employment BURWOOD,4INW,South East Sydney,NSW,MENH
DMS,8884358609,0212823C,YA97,AimBig Employment Pty Ltd ST ALBANS,4WES,Western Victoria,VIC,MUSK
DMS,3612992609,0212841E,AB31,AimBig Employment AUBURN,4CWS,Northern Sydney,NSW,AALL
DMS,5241924004,0212791K,MO77,AimBig Employment MILE END,4WEA,South Australia,SA,
ESS,659485019,0212898K,AB11,AimBig Employment PARRAMATTA,4CWS,Northern Sydney,NSW,AALL
DMS,422212909,0212796E,FV08,AimBig Employment CAPALABA,4SOB,QLD South and West,QLD,
DMS,1501353209,0212818F,MN47,AimBig Employment FRANKSTON,4PEN,South Victoria,VIC,
DMS,6106006909,0212824D,MM77,AimBig Employment MELBOURNE,4YAR,Northern Victoria,VIC,
ESS,10258590,0212902B,AA11,AimBig Employment INGLEBURN,4MAC,South Western Sydney,NSW,
DMS,843934003,0212848A,AA41,AimBig Employment LIVERPOOL,4LIV,Western Sydney,NSW,AALL
DMS,427316509,0212845J,AA51,AimBig Employment SURRY HILLS,4INS,Eastern Sydney,NSW,AALL
DMS,928971008,0212832D,MM67,AimBig Employment ROCKINGHAM,4CWM,Western Australia,WA,
DMS,452470007,0212817E,AD81,AimBig Employment MOONEE PONDS,4CAL,Northern Victoria,VIC,
ESS,4874342019,0212891D,AC91,AimBig Employment BERRIMAH,4DAR,Northern Territory,NT,
DMS,17478909,0212791K,MO77,AimBig Employment MILE END,4WEA,South Australia,SA,MENH
DMS,1672541709,0212820K,MN27,AimBig Employment HEIDELBERG,4PLE,Western Victoria,VIC,
ESS,3596055709,0212886G,AD81,AimBig Employment MOONEE PONDS,4CAL,Northern Victoria,VIC,
DMS,6596884709,0212792A,FW58,AimBig Employment Pty Ltd. SEATON,4WEA,South Australia,SA,
DMS,5854345003,0212845J,NX07,AimBig Employment SYDNEY,4INS,Eastern Sydney,NSW,
DMS,838692509,0212844H,AB01,AimBig Employment CABRAMATTA,4FAI,Western Sydney,NSW,AALL
ESS,14241650,0212901A,AA41,AimBig Employment LIVERPOOL,4LIV,Western Sydney,NSW,AALL
DMS,4223902005,0212791K,MO77,AimBig Employment MILE END,4WEA,South Australia,SA,MENH
DMS,9769512007,0212823C,YA97,AimBig Employment Pty Ltd ST ALBANS,4WES,Western Victoria,VIC,MUSK
ESS,6636981709,0212886G,AD81,AimBig Employment MOONEE PONDS,4CAL,Northern Victoria,VIC,AALL
ESS,5997790109,0212890C,AD11,AimBig Employment LISMORE,4RIC,Northern NSW,NSW,
DMS,8948916003,0212872A,ML17,AimBig Employment ORANGE,4PAT,Northern NSW,NSW,
DMS,4321090,0212844H,AB01,AimBig Employment CABRAMATTA,4FAI,Western Sydney,NSW,AALL
DMS,7473130909,0212795D,ML07,AimBig Employment MITCHELTON,4NOB,QLD North,QLD,AALL
DMS,1433720019,0212822B,MM87,AimBig Employment WERRIBEE,4WES,Western Victoria,VIC,MENH
ESS,9046701007,0212886G,AD81,AimBig Employment MOONEE PONDS,4CAL,Northern Victoria,VIC,
DMS,1673180003,0212828H,AD31,AimBig Employment GLEN INNES,4NEE,Northern NSW,NSW,AALL
DMS,618811008,0212850F,AA01,AimBig Employment PENRITH,4NEP,South Western Sydney,NSW,
ESS,7235218309,0212897K,AB61,AimBig Employment CHINCHILLA,4WDO,QLD South and West,QLD,AALL
DMS,138806019,0212817E,AD81,AimBig Employment MOONEE PONDS,4CAL,Northern Victoria,VIC,
DMS,5298074309,0212841E,AB31,AimBig Employment AUBURN,4CWS,Northern Sydney,NSW,AALL
DMS,10197650,0212822B,YA97,AimBig Employment Pty Ltd ST ALBANS,4WES,Western Victoria,VIC,MENH
DMS,8474051009,0212823C,MM97,AimBig Employment TAYLORS LAKES,4WES,Western Victoria,VIC,
ESS,9857181005,0212900K,AA71,AimBig Employment MARRICKVILLE,4INS,Eastern Sydney,NSW,
DMS,2205399409,0212858C,AC21,AimBig Employment BENDIGO,4BEN,Regional Victoria,VIC,
ESS,18858050,0212900K,AA81,AimBig Employment LEICHHARDT,4INS,Eastern Sydney,NSW,
ESS,2919701007,0212886G,YH37,AimBig Employment GLENROY,4CAL,Northern Victoria,VIC,
DMS,210555019,0212796E,MO57,AimBig Employment UPPER MOUNT GRAVATT,4SOB,QLD South and West,QLD,MENH
DMS,45900007,0212823C,MM97,AimBig Employment TAYLORS LAKES,4WES,Western Victoria,VIC,MUSK
DMS,8714270,0212862K,Y977,AimBig Employment Pty Ltd GEELONG,4GEE,South Victoria,VIC,AALL
ESS,3297211019,0212881B,AE81,AimBig Employment KANWAL,4CEC,Central Coast NSW,NSW,
DMS,11862670,0212823C,MM97,AimBig Employment TAYLORS LAKES,4WES,Western Victoria,VIC,MUSK
DMS,19264790,0212845J,AA51,AimBig Employment SURRY HILLS,4INS,Eastern Sydney,NSW,
DMS,7011212005,0212789F,MO87,AimBig Employment PROSPECT,4EAA,South Australia,SA,
ESS,288265409,0212886G,AD81,AimBig Employment MOONEE PONDS,4CAL,Northern Victoria,VIC,
DMS,9294220709,0212841E,AB31,AimBig Employment AUBURN,4CWS,Northern Sydney,NSW,
ESS,5337677709,0212879H,ML07,AimBig Employment MITCHELTON,4NOB,QLD North,QLD,
ESS,5239654709,0212886G,AD81,AimBig Employment MOONEE PONDS,4CAL,Northern Victoria,VIC,AALL
DMS,19081420,0212789F,MO87,AimBig Employment PROSPECT,4EAA,South Australia,SA,MENH
